230| 4 1 3 4 
231| 1 3 3 4 
232| 2 3 3 4 
233| 2 2 3 4 
234| 2 1 3 3 
235| 4 3 2 2 
236| 2 2 2 2 
237| 2 2 3 2 
238| 4 3 1 3 
239| 4 2 2 1 
240| 1 3 3 1 
241| 1 3 2 1 
242| 2 1 1 2 
243| 2 2 2 4 
244| 4 2 1 1 
245| 2 1 2 3 
246| 1 1 3 2 
247| 4 2 1 1 
248| 4 3 3 1 
249| 2 2 3 3 
250| 3 3 1 2 
251| 1 2 1 2 
252| 1 3 2 1 
253| 4 2 3 2 
254| 4 3 3 1 
255| 3 1 3 1 
256| 2 3 3 2 
257| 2 2 3 1 
258| 2 3 2 4 
259| 2 3 1 2 
260| 2 1 1 2 
261| 1 3 1 1 
262| 1 3 3 1 
263| 4 3 1 1 
264| 4 1 3 2 
265| 4 2 3 2 
266| 4 3 3 2 
267| 1 2 1 1 
268| 3 2 3 4 
269| 4 1 1 4 
270| 3 2 2 4 
271| 2 2 2 2 
272| 1 1 1 3 
273| 3 3 3 1 
274| 4 3 2 2 
275| 1 3 1 3 
276| 2 1 2 3 
277| 1 1 3 2 
278| 3 2 2 3 
279| 4 2 1 2 
280| 4 2 3 3 
281| 1 3 2 1 
282| 2 2 1 3 
283| 4 1 3 4 
284| 4 1 1 3 
285| 3 1 2 2 
286| 1 2 1 4 
287| 4 3 1 2 
288| 1 3 2 3 
289| 1 2 3 3 
290| 3 3 2 4 
291| 4 1 2 2 
292| 1 3 3 4 
293| 1 3 3 4 
294| 4 1 1 1 
295| 2 1 3 3 
296| 4 3 1 3 
297| 1 3 3 4 
298| 3 3 3 1 
299| 3 3 2 2 
300| 4 3 2 2 
301| 1 1 1 3 
302| 4 3 1 1 
303| 4 1 3 3 
304| 2 1 3 4 
305| 3 2 2 3 
306| 3 3 1 3 
307| 2 3 1 4 
308| 3 3 2 3 
309| 1 2 1 2 
310| 3 1 3 1 
311| 2 2 3 3 
312| 2 1 2 2 
313| 4 1 2 4 
314| 1 2 1 1 
315| 4 3 3 4 
316| 3 2 2 1 
317| 1 2 3 3 
318| 1 2 2 4 
319| 3 1 2 3 
320| 2 2 1 4 
321| 4 3 1 4 
322| 2 2 3 1 
323| 4 2 1 2 
324| 4 2 1 4 
325| 3 1 1 3 
326| 1 3 3 3 
327| 2 2 3 2 
328| 4 3 1 3 
329| 2 1 3 4 
330| 4 2 3 3 
331| 3 1 3 3 
332| 3 3 2 1 
333| 1 1 1 4 
334| 3 1 3 3 
335| 1 3 1 3 
336| 2 1 1 1 
337| 4 2 3 4 
338| 4 3 1 4 
339| 3 2 2 2 
340| 4 3 2 4 
341| 3 3 1 4 
342| 4 3 1 4 
343| 2 1 3 4 
344| 1 1 3 4 
345| 4 3 2 3 
346| 1 3 3 1 
347| 4 1 3 1 
348| 2 2 2 2 
349| 3 2 3 2 
350| 1 1 2 3 
351| 2 2 3 4 
352| 1 1 1 4 
353| 1 3 3 3 
354| 4 1 3 1 
355| 1 2 3 1 
356| 3 2 1 1 
357| 3 2 2 1 
358| 3 2 1 1 
359| 1 1 2 4 
360| 4 1 2 3 
361| 1 2 1 4 
362| 3 2 3 2 
363| 4 3 1 4 
364| 4 2 2 3 
365| 4 2 1 4 
366| 3 2 1 1 
367| 1 2 1 2 
368| 4 3 3 4 
369| 4 3 3 2 
370| 3 2 3 4 
371| 1 1 2 2 
372| 3 3 1 4 
373| 2 2 2 3 
374| 1 1 3 4 
375| 4 2 2 2 
376| 3 3 2 4 
377| 4 2 1 1 
378| 1 3 3 4 
379| 1 2 2 3 
380| 2 3 3 1 
381| 2 1 2 2 
382| 1 1 3 3 
383| 2 3 1 4 
384| 2 3 1 2 
385| 1 2 3 4 
386| 2 2 2 4 
387| 1 3 3 2 
388| 1 2 1 3 
389| 2 2 1 2 
390| 2 1 2 3 
391| 3 3 1 1 
392| 1 3 2 2 
393| 2 2 3 2 
394| 3 1 1 4 
395| 4 3 3 3 
396| 4 3 3 3 
397| 3 3 1 1 
398| 1 2 2 3 
399| 1 2 1 2 
400| 2 3 1 1 
401| 2 3 2 3 
402| 1 3 3 1 
403| 4 2 3 2 
404| 1 3 3 2 
405| 4 1 3 3 
406| 3 3 3 3 
407| 1 2 3 1 
408| 4 3 2 2 
409| 4 2 3 3 
410| 3 3 1 1 
411| 2 2 1 4 
412| 2 2 1 3 
413| 2 1 1 2 
414| 1 3 3 1 
415| 3 1 3 2 
416| 3 1 2 1 
417| 2 2 2 4 
418| 2 1 2 1 
419| 1 3 1 1 
420| 1 2 2 1 
421| 2 3 3 1 
422| 1 1 3 4 
423| 3 1 1 1 
424| 4 2 2 1 
425| 2 2 3 4 
426| 1 2 2 3 
427| 3 2 2 2 
428| 3 3 2 2 
429| 4 2 3 4 
430| 3 1 3 2 
431| 2 1 3 2 
432| 2 2 3 3 
433| 2 1 3 1 
434| 3 2 1 2 
435| 2 3 2 4 
436| 1 2 3 3 
437| 2 1 1 4 
438| 3 2 1 4 
439| 4 3 1 3 
440| 3 2 1 3 
441| 4 3 1 2 
442| 4 1 1 2 
443| 2 1 2 1 
444| 3 2 3 4 
445| 1 2 2 4 
446| 1 1 1 1 
447| 2 1 1 1 
448| 4 2 3 1 
449| 3 1 2 1 
450| 4 3 1 2 
451| 3 2 1 3 
452| 3 1 3 3 
453| 3 1 3 3 
454| 4 2 1 3 
455| 4 1 3 2 
456| 4 3 1 1 
457| 2 1 1 1 
458| 4 1 3 4 
459| 2 1 2 1 
460| 3 3 1 1 
461| 1 1 1 1 
462| 3 3 3 4 
463| 3 3 1 3 
464| 2 2 2 3 
465| 1 3 1 4 
466| 2 3 1 1 
467| 2 1 3 3 
468| 1 2 3 4 
469| 1 2 1 1 
470| 4 2 3 2 
471| 2 2 3 1 
472| 3 2 2 2 
473| 2 1 2 1 
474| 2 1 2 1 
475| 2 1 3 4 
476| 4 3 3 2 
477| 4 2 1 1 
478| 2 1 1 4 
479| 2 3 3 1 
480| 3 3 3 3 
481| 1 2 2 4 
482| 3 3 1 3 
483| 4 3 3 3 
484| 4 2 2 1 
485| 2 2 2 1 
486| 4 2 1 1 
487| 4 2 3 3 
488| 1 2 3 2 
489| 4 1 2 2 
490| 2 3 3 4 
491| 1 3 1 2 
492| 3 1 2 4 
493| 1 1 1 4 
494| 4 3 1 4 
495| 1 3 3 4 
496| 4 2 2 1 
497| 1 2 3 4 
498| 3 1 2 3 
499| 4 3 2 4 
500| 2 2 3 1 
501| 1 2 2 2 
502| 1 3 2 4 
503| 3 3 2 2 
504| 1 1 3 1 
505| 2 1 1 2 
506| 1 3 2 1 
507| 2 1 2 1 
508| 2 3 2 3 
509| 1 2 2 1 
510| 1 1 2 3 
511| 2 2 2 2 
512| 4 1 3 1 
513| 4 2 3 4 
514| 1 3 1 1 
515| 1 3 3 4 
516| 4 3 1 1 
517| 4 3 3 3 
518| 3 2 2 4 
519| 4 2 2 3 
520| 4 3 3 3 
521| 1 2 2 1 
522| 4 2 1 3 
523| 4 3 3 4 
524| 1 1 3 4 
525| 3 3 3 1 
526| 2 2 3 1 
527| 2 3 3 3 
528| 2 3 2 3 
529| 3 3 3 2 
530| 4 1 2 1 
531| 2 2 2 3 
532| 4 1 2 3 
533| 4 1 1 4 
534| 1 2 2 1 
535| 4 1 2 3 
536| 4 1 2 3 
537| 3 2 3 2 
538| 2 2 1 4 
539| 1 1 2 1 
540| 3 3 2 4 
541| 2 2 2 2 
542| 2 1 1 1 
543| 3 3 3 1 
544| 3 1 2 1 
545| 2 1 3 3 
546| 3 2 1 1 
547| 3 3 1 1 
548| 1 2 3 1 
549| 4 2 3 3 
550| 1 2 2 3 
551| 2 3 3 4 
552| 3 1 2 2 
553| 2 3 2 3 
554| 2 1 2 2 
555| 1 1 1 1 
556| 1 3 1 2 
557| 4 3 2 1 
558| 1 3 3 2 
559| 1 1 2 3 
560| 2 3 3 3 
561| 2 1 2 4 
562| 3 3 2 2 
563| 4 3 2 4 
564| 3 1 2 3 
565| 4 2 1 2 
566| 3 1 3 3 
567| 2 1 1 1 
568| 2 3 2 3 
569| 2 1 3 3 
570| 3 2 2 3 
571| 2 3 1 2 
572| 3 2 1 4 
573| 4 3 1 3 
574| 2 3 2 4 
575| 3 3 3 3 
576| 2 1 3 3 
577| 2 3 1 1 
578| 3 2 3 3 
579| 4 2 2 3 
580| 2 1 1 2 
581| 3 1 1 1 
582| 3 2 2 1 
583| 1 3 1 1 
584| 3 3 1 2 
585| 3 1 1 2 
586| 3 1 2 4 
587| 4 2 2 1 
588| 3 2 2 1 
589| 2 2 2 3 
590| 4 3 1 1 
591| 1 1 3 2 
592| 3 1 1 4 
593| 1 1 1 1 
594| 1 2 2 4 
595| 4 3 3 1 
596| 4 1 3 1 
597| 4 3 3 4 
598| 3 1 3 4 
599| 3 3 2 1 
600| 3 1 2 2 
601| 3 2 1 1 
602| 3 1 1 1 
603| 1 2 2 2 
604| 1 2 1 2 
605| 3 1 2 1 
606| 2 3 2 3 
607| 3 2 3 1 
608| 4 3 2 4 
609| 2 1 1 1 
610| 3 1 2 2 
611| 2 2 1 3 
612| 2 1 2 1 
613| 1 1 3 4 
614| 3 1 1 2 
615| 1 2 3 3 
616| 1 1 1 2 
617| 1 3 1 4 
618| 2 2 2 1 
619| 3 1 3 3 
620| 4 1 1 2 
621| 2 3 2 3 
622| 1 2 1 2 
623| 4 1 2 4 
624| 1 3 3 4 
625| 1 1 2 2 
626| 4 3 2 3 
627| 2 3 2 3 
628| 1 2 3 2 
629| 4 3 1 4 
630| 1 3 1 3 
631| 3 3 3 2 
632| 4 2 2 1 
633| 1 1 2 4 
634| 4 2 3 4 
635| 2 1 3 1 
636| 4 1 2 3 
637| 4 1 3 2 
638| 4 2 3 2 
639| 3 1 2 3 
640| 4 1 1 3 
641| 4 2 1 2 
642| 2 3 3 1 
643| 4 1 1 1 
644| 2 3 1 2 
645| 3 1 1 2 
646| 2 3 2 2 
647| 1 2 2 2 
648| 4 1 1 3 
649| 4 3 2 4 
650| 1 1 2 2 
651| 3 1 3 2 
652| 2 2 3 1 
653| 2 3 2 4 
654| 3 3 1 1 
655| 3 3 2 2 
656| 3 2 2 4 
657| 3 2 3 4 
658| 4 3 1 4 
659| 4 2 3 2 
660| 2 1 3 2 
661| 3 2 3 4 
662| 3 2 1 1 
663| 1 3 1 2 
664| 3 3 2 1 
665| 4 2 3 2 
666| 4 2 3 3 
667| 3 2 3 1 
668| 2 3 3 4 
669| 2 3 3 2 
670| 2 2 2 1 
671| 1 1 2 4 
672| 2 3 3 1 
673| 2 1 2 1 
674| 1 1 1 1 
675| 2 3 1 2 
676| 4 1 3 3 
677| 3 1 3 2 
678| 1 1 3 4 
679| 4 2 2 1 
680| 1 1 2 3 
681| 3 2 1 1 
682| 2 3 3 3 
683| 1 2 1 2 
684| 3 2 1 4 
685| 4 1 1 2 
686| 3 1 3 3 
687| 1 2 3 1 
688| 4 1 1 4 
689| 3 3 1 3 
690| 4 3 2 1 
691| 1 1 1 3 
692| 2 2 2 3 
693| 1 2 2 3 
694| 2 3 3 2 
695| 2 2 1 1 
696| 3 1 3 4 
697| 4 3 2 1 
698| 3 3 1 3 
699| 1 1 1 2 
700| 3 2 1 1 
701| 1 1 1 1 
702| 2 1 2 2 
703| 2 2 2 2 
704| 4 2 2 4 
705| 4 1 3 4 
706| 3 1 2 2 
707| 4 3 3 2 
708| 1 2 3 1 
709| 4 1 2 3 
710| 4 3 2 2 
711| 1 3 1 1 
712| 2 3 3 3 
713| 1 1 1 4 
714| 4 1 1 4 
715| 3 3 3 3 
716| 4 2 2 4 
717| 1 3 2 4 
718| 2 1 1 4 
719| 1 2 3 2 
720| 1 3 2 2 
721| 3 3 3 4 
722| 4 2 1 2 
723| 4 2 2 2 
724| 4 1 3 3 
725| 4 2 3 4 
726| 3 2 3 2 
727| 3 1 1 3 
728| 4 2 3 1 
729| 2 2 2 4 
730| 1 3 1 4 
731| 1 1 3 2 
732| 1 2 3 2 
733| 4 3 3 3 
734| 1 2 1 3 
735| 4 2 3 3 
736| 3 1 2 2 
737| 1 1 3 4 
738| 2 2 3 4 
739| 2 2 1 2 
740| 1 2 2 2 
741| 1 3 1 4 
742| 3 1 1 1 
743| 3 3 2 3 
744| 4 3 1 1 
745| 1 2 2 2 
746| 4 1 1 3 
747| 4 3 3 2 
748| 3 1 3 3 
749| 3 2 2 1 
750| 1 3 3 3 
751| 4 1 3 2 
752| 2 3 1 2 
753| 3 3 1 4 
754| 1 2 1 2 
755| 1 2 2 1 
756| 1 2 1 2 
757| 2 2 1 4 
758| 2 2 2 2 
759| 4 2 1 2 
760| 2 1 1 4 
761| 1 3 3 3 
762| 4 3 1 4 
763| 3 2 3 2 
764| 3 2 3 4 
765| 2 3 2 1 
766| 3 2 2 1 
767| 4 3 2 3 
768| 2 2 2 4 
769| 2 2 1 4 
770| 3 3 3 2 
771| 3 3 2 2 
772| 1 2 3 1 
773| 1 2 1 1 
774| 4 3 3 4 
775| 3 3 1 1 
776| 3 2 3 4 
777| 3 2 3 4 
778| 3 2 1 1 
779| 1 3 3 1 
780| 4 2 2 4 
781| 1 3 1 3 
782| 4 2 2 3 
783| 2 3 2 1 
784| 1 3 2 3 
785| 1 3 1 1 
786| 3 3 3 2 
787| 1 2 1 2 
788| 3 1 3 3 
789| 1 2 1 1 
790| 2 3 3 4 
791| 1 3 2 1 
792| 2 1 1 2 
793| 2 1 2 2 
794| 4 3 3 1 
795| 1 3 3 2 
796| 2 3 3 1 
797| 2 3 2 2 
798| 2 2 2 2 
799| 2 3 3 1 
800| 3 1 1 1 
801| 1 2 2 1 
802| 4 1 3 3 
803| 1 2 3 3 
804| 2 1 3 1 
805| 3 2 1 4 
806| 1 2 2 4 
807| 2 1 3 2 
808| 3 3 3 2 
809| 1 3 3 4 
810| 2 1 2 2 
811| 4 2 3 3 
812| 4 3 2 4 
813| 2 2 1 3 
814| 2 3 3 3 
815| 3 2 3 3 
816| 2 2 2 1 
817| 3 2 2 2 
818| 3 1 3 3 
819| 4 1 1 4 
820| 1 1 2 4 
821| 3 2 2 4 
822| 1 3 3 4 
823| 2 3 3 4 
824| 1 1 3 2 
825| 1 3 1 1 
826| 1 1 1 3 
827| 1 1 3 1 
828| 3 2 2 1 
829| 1 1 1 1 
830| 2 3 3 2 
831| 4 1 3 4 
832| 1 2 1 4 
833| 4 3 1 2 
834| 2 2 2 4 
835| 4 1 1 4 
836| 1 1 2 4 
837| 3 2 2 3 
838| 1 2 2 4 
839| 1 1 2 1 
840| 3 1 3 2 
841| 4 2 1 1 
842| 2 3 1 2 
843| 2 2 1 1 
844| 3 3 2 3 
845| 2 3 3 2 
846| 1 1 2 2 
847| 2 2 1 2 
848| 3 2 3 4 
849| 3 3 2 4 
850| 3 2 1 3 
851| 1 2 3 2 
852| 1 1 1 3 
853| 4 1 2 4 
854| 2 2 2 3 
855| 3 1 1 4 
856| 4 1 3 1 
857| 3 1 1 2 
858| 4 1 3 1 
859| 4 1 3 4 
860| 4 1 3 3 
861| 1 3 3 4 
862| 3 3 1 3 
863| 2 1 1 1 
864| 3 1 2 4 
865| 3 3 2 4 
866| 3 1 3 2 
867| 1 1 1 3 
868| 3 1 3 2 
869| 3 1 2 4 
870| 2 1 2 2 
871| 3 3 1 1 
872| 1 3 2 2 
873| 1 1 3 2 
874| 3 3 1 3 
875| 3 3 2 1 
876| 1 1 2 1 
877| 1 2 2 3 
878| 2 1 2 1 
879| 4 1 2 1 
880| 4 2 1 1 
881| 4 3 2 3 
882| 3 1 1 3 
883| 1 2 1 3 
884| 4 2 3 2 
885| 3 2 3 3 
886| 2 1 3 4 
887| 2 1 2 4 
888| 4 1 3 3 
889| 3 2 1 3 
890| 2 1 3 4 
891| 3 1 2 1 
892| 1 3 3 3 
893| 1 2 1 2 
894| 1 2 1 4 
895| 4 2 1 3 
896| 4 1 2 4 
897| 1 3 1 1 
898| 3 1 1 4 
899| 4 2 3 1 
900| 4 1 3 3 
901| 1 1 2 2 
902| 3 3 2 1 
903| 4 3 3 2 
904| 1 2 2 2 
905| 2 3 3 3 
906| 1 2 2 3 
907| 3 1 2 4 
908| 3 3 1 2 
909| 1 2 1 4 
910| 1 2 2 1 
911| 2 3 3 2 
912| 4 3 3 3 
913| 3 3 2 4 
914| 1 2 3 1 
915| 2 2 3 4 
916| 1 1 3 4 
917| 4 1 3 1 
918| 4 2 1 1 
919| 4 1 2 3 
920| 4 1 1 2 
921| 3 3 3 1 
922| 1 3 1 1 
923| 2 2 1 2 
924| 1 3 3 3 
925| 3 3 2 1 
926| 2 3 3 4 
927| 3 2 1 1 
928| 2 1 2 3 
929| 1 1 3 3 
930| 4 1 1 4 
931| 3 2 3 1 
932| 3 2 3 3 
933| 1 1 1 2 
934| 1 2 3 3 
935| 1 3 1 2 
936| 4 1 3 1 
937| 3 3 3 4 
938| 1 1 2 1 
939| 2 2 2 4 
940| 4 1 1 4 
941| 1 2 1 1 
942| 4 1 1 1 
943| 1 2 3 1 
944| 2 1 3 4 
945| 2 3 3 2 
946| 3 2 3 2 
947| 2 1 3 1 
948| 1 1 3 4 
949| 1 3 3 4 
950| 3 3 3 3 
951| 4 3 1 2 
952| 3 1 1 4 
953| 3 2 2 1 
954| 1 1 2 4 
955| 3 2 2 3 
956| 2 3 3 3 
957| 1 2 1 1 
958| 3 2 3 3 
959| 2 2 1 4 
960| 2 1 2 4 
961| 2 2 2 3 
962| 1 2 2 2 
963| 2 2 3 3 
964| 2 2 3 3 
965| 3 3 3 2 
966| 2 2 2 2 
967| 3 1 2 4 
968| 1 3 1 4 
969| 4 2 3 3 
970| 3 2 2 3 
971| 4 1 1 1 
972| 4 2 1 1 
973| 3 2 3 3 
974| 4 2 1 4 
975| 4 2 2 3 
976| 3 1 3 1 
977| 4 1 1 1 
978| 4 1 2 4 
979| 3 1 3 1 
980| 2 3 2 2 
981| 3 3 2 2 
982| 3 3 1 2 
983| 1 3 1 4 
984| 2 1 2 2 
985| 1 3 1 3 
986| 1 2 1 2 
987| 3 2 2 3 
988| 2 3 3 3 
989| 2 3 1 1 
990| 2 3 1 4 
991| 2 2 2 3 
992| 1 2 2 2 
993| 3 2 1 1 
994| 4 2 2 4 
995| 3 1 1 3 
996| 4 2 3 1 
997| 1 2 3 4 
998| 2 1 3 4 
999| 1 1 1 2 
